gpi,time,sm
2369303,2010-06-06 09:35:20.623983,20.109999
2369303,2010-06-07 20:39:46.875016,65.369995
2369303,2010-06-08 20:18:58.125000,23.05
2369303,2010-06-10 09:52:26.250003,31.89
2369307,2010-06-01 09:38:50.625016,15.71
2369307,2010-06-01 19:23:52.500001,0.0
2369307,2010-06-03 20:22:30.000013,70.95
2369307,2010-06-04 08:36:39.375008,42.79
2369307,2010-06-05 09:55:56.249990,26.849998
2369307,2010-06-06 09:35:18.750004,21.55
2369307,2010-06-07 20:39:46.875016,55.76
2369307,2010-06-08 20:18:58.125000,25.76
2369307,2010-06-10 09:52:24.374012,37.32
2369311,2010-06-01 09:38:48.749991,18.17
2369311,2010-06-01 19:23:52.500001,0.0
2369311,2010-06-03 20:22:30.000013,71.799995
2369311,2010-06-04 08:36:39.375008,44.0
2369311,2010-06-06 09:35:18.750004,24.07
2369311,2010-06-07 20:39:46.875016,46.5
2369311,2010-06-08 20:18:56.250016,30.689999
2369311,2010-06-10 09:52:24.374012,40.77
2369315,2010-06-01 09:38:48.749991,19.73
2369315,2010-06-01 19:23:50.625016,0.0
2369315,2010-06-03 20:22:30.000013,73.5
2369315,2010-06-04 08:36:39.375008,47.329998
2369315,2010-06-06 09:35:18.750004,22.23
2369315,2010-06-08 20:18:56.250016,32.12
2369315,2010-06-10 09:52:24.374012,41.989998
2369319,2010-06-01 09:38:48.749991,25.439999
2369319,2010-06-01 19:23:50.625016,2.96
2369319,2010-06-02 19:03:13.124990,43.329998
2369319,2010-06-03 20:22:28.124988,80.77
2369319,2010-06-04 08:36:39.375008,59.859997
2369319,2010-06-06 09:35:16.875019,22.609999
2369319,2010-06-08 20:18:56.250016,30.34
2369319,2010-06-10 09:52:22.499993,40.69
2369323,2010-06-01 09:38:46.875007,32.55
2369323,2010-06-01 19:23:50.625016,15.99
2369323,2010-06-02 19:03:13.124990,58.309998
2369323,2010-06-03 20:22:28.124988,90.53
2369323,2010-06-04 08:36:39.375008,69.439995
2369323,2010-06-06 09:35:16.875019,29.65
2369323,2010-06-08 20:18:56.250016,28.439999
2369323,2010-06-10 09:52:22.499993,32.34
2369327,2010-06-01 09:38:46.875007,29.849998
2369327,2010-06-01 19:23:48.749991,15.219999
2369327,2010-06-02 19:03:13.124990,59.96
2369327,2010-06-03 20:22:28.124988,84.54
2369327,2010-06-04 08:36:39.375008,64.54
2369327,2010-06-06 09:35:14.999994,28.88
2369327,2010-06-08 20:18:56.250016,17.609999
2369327,2010-06-10 09:52:20.625009,23.06
2369331,2010-06-01 09:38:46.875007,30.57
2369331,2010-06-01 19:23:48.749991,17.98
2369331,2010-06-02 19:03:11.250005,52.8
2369331,2010-06-03 20:22:28.124988,70.689995
2369331,2010-06-04 08:36:37.499983,56.449997
2369331,2010-06-06 09:35:14.999994,29.08
2369331,2010-06-08 20:18:54.374990,13.79
2369331,2010-06-10 09:52:20.625009,21.84
2369335,2010-06-01 09:38:44.999016,29.15
2369335,2010-06-01 19:23:46.875007,20.02
2369335,2010-06-02 19:03:11.250005,49.32
2369335,2010-06-03 20:22:28.124988,64.17
2369335,2010-06-04 08:36:37.499983,54.85
2369335,2010-06-06 09:35:14.999994,28.119999
2369335,2010-06-08 20:18:54.374990,11.04
2369339,2010-06-01 09:38:44.999016,22.82
2369339,2010-06-01 19:23:46.875007,17.19
2369339,2010-06-02 19:03:09.374980,46.899998
2369339,2010-06-03 20:22:28.124988,56.91
2369339,2010-06-04 08:36:37.499983,53.5
2369339,2010-06-06 09:35:13.125009,26.289999
2369339,2010-06-08 20:18:54.374990,7.5099998
2373617,2010-06-01 19:24:11.250010,
2373617,2010-06-02 20:43:28.124993,0.0
2373617,2010-06-03 08:57:35.625003,0.0
2373617,2010-06-04 08:36:45.000002,11.349999
2373617,2010-06-05 09:56:11.249990,0.0
2373617,2010-06-05 19:41:16.874984,0.0
2373617,2010-06-07 20:39:56.249981,19.13
2373617,2010-06-08 08:54:01.875006,12.889999
2373617,2010-06-10 09:52:39.375017,20.23
2373621,2010-06-01 19:24:09.374020,0.0
2373621,2010-06-02 20:43:28.124993,0.0
2373621,2010-06-03 08:57:33.749012,4.35
2373621,2010-06-04 08:36:45.000002,19.8
2373621,2010-06-05 09:56:11.249990,4.94
2373621,2010-06-05 19:41:16.874984,0.0
2373621,2010-06-07 20:39:54.373990,28.05
2373621,2010-06-08 08:54:01.875006,21.9
2373621,2010-06-10 09:52:39.375017,25.449999
2373657,2010-06-01 09:38:58.123990,13.49
2373657,2010-06-01 19:24:03.749990,0.0
2373657,2010-06-02 20:43:26.250009,0.0
2373657,2010-06-03 08:57:31.874993,36.48
2373657,2010-06-03 20:22:37.498987,7.81
2373657,2010-06-04 08:36:43.125017,18.13
2373657,2010-06-05 09:56:03.750010,14.679999
2373657,2010-06-05 19:41:11.249990,0.0
2373657,2010-06-07 20:39:52.499005,29.16
2373657,2010-06-08 08:53:58.123990,20.869999
2373657,2010-06-10 09:52:33.749982,30.369999
2373661,2010-06-01 09:38:56.249005,21.24
2373661,2010-06-01 19:24:03.749990,0.0
2373661,2010-06-02 20:43:26.250009,0.0
2373661,2010-06-03 20:22:35.625008,17.0
2373661,2010-06-04 08:36:43.125017,23.06
2373661,2010-06-05 09:56:03.750010,22.31
2373661,2010-06-05 19:41:09.375005,0.0
2373661,2010-06-07 20:39:52.499005,37.03
2373661,2010-06-08 08:53:58.123990,23.06
2373661,2010-06-10 09:52:31.874998,37.26
2373665,2010-06-01 09:38:56.249005,29.22
2373665,2010-06-01 19:24:01.875006,1.27
2373665,2010-06-02 20:43:24.374983,5.02
2373665,2010-06-03 20:22:35.625008,17.289999
2373665,2010-06-04 08:36:41.248986,32.54
2373665,2010-06-05 09:56:01.874020,27.71
2373665,2010-06-05 19:41:09.375005,0.0
2373665,2010-06-07 20:39:52.499005,42.79
2373665,2010-06-08 08:53:58.123990,27.099998
2373665,2010-06-10 09:52:31.874998,39.399998
2373669,2010-06-01 09:38:56.249005,36.32
2373669,2010-06-01 19:24:01.875006,14.12
2373669,2010-06-02 20:43:24.374983,21.449999
2373669,2010-06-03 20:22:35.625008,20.32
2373669,2010-06-04 08:36:41.248986,36.6
2373669,2010-06-05 09:56:01.874020,28.34
2373669,2010-06-06 09:35:24.374999,47.48
2373669,2010-06-07 20:39:52.499005,43.629997
2373669,2010-06-08 08:53:58.123990,29.929998
2373669,2010-06-10 09:52:31.874998,38.92
2373673,2010-06-01 09:38:54.374986,37.04
2373673,2010-06-01 19:23:59.999981,15.089999
2373673,2010-06-02 20:43:24.374983,28.66
2373673,2010-06-03 20:22:35.625008,25.0
2373673,2010-06-04 08:36:41.248986,33.51
2373673,2010-06-05 09:56:01.874020,31.92
2373673,2010-06-06 09:35:24.374999,50.2
2373673,2010-06-07 20:39:50.624986,42.79
2373673,2010-06-08 08:53:56.249005,31.109999
2373673,2010-06-10 09:52:30.000013,41.67
2373677,2010-06-01 09:38:54.374986,43.23
2373677,2010-06-01 19:23:59.999981,16.5
2373677,2010-06-02 20:43:24.374983,29.26
2373677,2010-06-03 20:22:35.625008,30.39
2373677,2010-06-04 08:36:41.248986,31.07
2373677,2010-06-05 09:56:00.000000,38.29
2373677,2010-06-06 09:35:22.500014,47.559998
2373677,2010-06-07 20:39:50.624986,42.379997
2373677,2010-06-08 08:53:56.249005,36.09
2373677,2010-06-08 20:19:01.875010,22.619999
2373677,2010-06-10 09:52:30.000013,50.19
2373681,2010-06-01 09:38:54.374986,39.829998
2373681,2010-06-01 19:23:59.999981,8.0199995
2373681,2010-06-02 20:43:24.374983,20.85
2373681,2010-06-03 20:22:33.749982,25.97
2373681,2010-06-04 08:36:41.248986,21.539999
2373681,2010-06-05 09:56:00.000000,37.34
2373681,2010-06-06 09:35:22.500014,38.629997
2373681,2010-06-07 20:39:50.624986,38.85
2373681,2010-06-08 20:19:01.875010,21.67
2373681,2010-06-10 09:52:30.000013,46.92
2373685,2010-06-01 09:38:52.500001,31.88
2373685,2010-06-01 19:23:58.123990,0.0
2373685,2010-06-02 20:43:24.374983,13.42
2373685,2010-06-03 20:22:33.749982,26.17
2373685,2010-06-04 08:36:41.248986,22.81
2373685,2010-06-05 09:56:00.000000,40.03
2373685,2010-06-06 09:35:22.500014,38.239998
2373685,2010-06-07 20:39:50.624986,51.789997
2373685,2010-06-08 20:19:01.875010,25.8
2373685,2010-06-10 09:52:28.124988,46.559998
2373689,2010-06-01 09:38:52.500001,24.73
2373689,2010-06-01 19:23:58.123990,0.0
2373689,2010-06-02 20:43:24.374983,9.28
2373689,2010-06-03 20:22:33.749982,28.8
2373689,2010-06-04 08:36:39.375008,28.99
2373689,2010-06-05 09:55:58.125016,42.79
2373689,2010-06-06 09:35:20.623983,42.879997
2373689,2010-06-07 20:39:50.624986,73.89
2373689,2010-06-08 20:19:01.875010,32.84
2373689,2010-06-10 09:52:28.124988,50.739998
2373693,2010-06-01 09:38:52.500001,23.34
2373693,2010-06-01 19:23:58.123990,0.0
2373693,2010-06-02 20:43:22.499998,13.219999
2373693,2010-06-03 20:22:33.749982,41.17
2373693,2010-06-04 08:36:39.375008,32.23
2373693,2010-06-05 09:55:58.125016,48.82
2373693,2010-06-06 09:35:20.623983,47.649998
2373693,2010-06-07 20:39:50.624986,89.35
2373693,2010-06-08 20:18:59.999020,39.559998
2373693,2010-06-10 09:52:26.250003,56.42
2373697,2010-06-01 09:38:50.625016,20.199999
2373697,2010-06-01 19:23:58.123990,0.0
2373697,2010-06-03 20:22:33.749982,51.289997
2373697,2010-06-04 08:36:39.375008,30.07
2373697,2010-06-05 09:55:56.249990,45.379997
2373697,2010-06-06 09:35:20.623983,41.76
2373697,2010-06-07 20:39:50.624986,91.939995
2373697,2010-06-08 20:18:59.999020,36.57
2373697,2010-06-10 09:52:26.250003,49.66
2373701,2010-06-01 09:38:50.625016,22.359999
2373701,2010-06-01 19:23:58.123990,0.0
2373701,2010-06-03 20:22:33.749982,58.629997
2373701,2010-06-04 08:36:39.375008,34.87
2373701,2010-06-05 09:55:56.249990,37.75
2373701,2010-06-06 09:35:18.750004,31.96
2373701,2010-06-07 20:39:48.750001,92.079994
2373701,2010-06-08 20:18:59.999020,34.1
2373701,2010-06-10 09:52:26.250003,45.27
2373705,2010-06-01 09:38:48.749991,19.84
2373705,2010-06-01 19:23:54.374986,0.0
2373705,2010-06-03 20:22:31.874998,60.87
2373705,2010-06-04 08:36:39.375008,37.01
2373705,2010-06-05 09:55:56.249990,29.96
2373705,2010-06-06 09:35:18.750004,23.05
2373705,2010-06-07 20:39:48.750001,88.71
2373705,2010-06-08 20:18:59.999020,29.279999
2373705,2010-06-10 09:52:24.374012,38.42
2373709,2010-06-01 09:38:48.749991,13.88
2373709,2010-06-01 19:23:54.374986,0.0
2373709,2010-06-03 20:22:31.874998,65.29
2373709,2010-06-04 08:36:39.375008,35.41
2373709,2010-06-05 09:55:54.375006,30.16
2373709,2010-06-06 09:35:18.750004,22.34
2373709,2010-06-07 20:39:48.750001,84.58
2373709,2010-06-08 20:18:59.999020,30.3
2373709,2010-06-10 09:52:24.374012,40.37
2373713,2010-06-01 09:38:48.749991,13.139999
2373713,2010-06-01 19:23:54.374986,0.0
2373713,2010-06-03 20:22:31.874998,69.96
2373713,2010-06-04 08:36:37.499983,36.68
2373713,2010-06-05 09:55:54.375006,35.29
2373713,2010-06-06 09:35:16.875019,25.31
2373713,2010-06-07 20:39:48.750001,79.67
2373713,2010-06-08 20:18:58.125000,35.63
2373713,2010-06-10 09:52:22.499993,48.489998
2373717,2010-06-01 09:38:46.875007,13.759999
2373717,2010-06-01 19:23:52.500001,0.0
2373717,2010-06-03 20:22:31.874998,67.689995
2373717,2010-06-04 08:36:37.499983,36.18
2373717,2010-06-06 09:35:16.875019,21.6
2373717,2010-06-08 20:18:58.125000,35.61
2373717,2010-06-10 09:52:22.499993,47.329998
2373721,2010-06-01 09:38:46.875007,18.07
2373721,2010-06-01 19:23:52.500001,0.0
2373721,2010-06-03 20:22:31.874998,66.28
2373721,2010-06-04 08:36:37.499983,39.739998
2373721,2010-06-06 09:35:16.875019,19.49
2373721,2010-06-08 20:18:58.125000,32.88
2373721,2010-06-10 09:52:22.499993,39.84
2373725,2010-06-01 09:38:46.875007,25.55
2373725,2010-06-01 19:23:52.500001,5.42
2373725,2010-06-02 19:03:14.999009,40.73
2373725,2010-06-03 20:22:30.000013,69.64
2373725,2010-06-04 08:36:37.499983,50.079998
2373725,2010-06-06 09:35:14.999994,15.82
2373725,2010-06-08 20:18:58.125000,25.73
2373725,2010-06-10 09:52:20.625009,32.91
2373729,2010-06-01 09:38:44.999016,29.58
2373729,2010-06-01 19:23:50.625016,17.869999
2373729,2010-06-02 19:03:14.999009,51.5
2373729,2010-06-03 20:22:30.000013,75.79
2373729,2010-06-04 08:36:37.499983,55.829998
2373729,2010-06-06 09:35:14.999994,21.18
2373729,2010-06-08 20:18:58.125000,18.89
2373729,2010-06-10 09:52:20.625009,24.56
2373733,2010-06-01 09:38:44.999016,30.23
2373733,2010-06-01 19:23:50.625016,20.75
2373733,2010-06-02 19:03:13.124990,56.449997
2373733,2010-06-03 20:22:30.000013,76.68
2373733,2010-06-04 08:36:37.499983,57.489998
2373733,2010-06-06 09:35:13.125009,26.93
2373733,2010-06-08 20:18:58.125000,14.38
2373733,2010-06-10 09:52:18.749983,21.47
2373737,2010-06-01 09:38:44.999016,30.14
2373737,2010-06-01 19:23:50.625016,22.66
2373737,2010-06-02 19:03:13.124990,52.42
2373737,2010-06-03 20:22:30.000013,65.53
2373737,2010-06-04 08:36:35.624998,54.579998
2373737,2010-06-06 09:35:13.125009,27.25
2373737,2010-06-08 20:18:56.250016,13.509999
2373737,2010-06-10 09:52:18.749983,21.38
2373741,2010-06-01 09:38:43.124997,25.51
2373741,2010-06-01 19:23:48.749991,19.75
2373741,2010-06-02 19:03:13.124990,50.76
2373741,2010-06-03 20:22:30.000013,59.91
2373741,2010-06-04 08:36:35.624998,53.73
2373741,2010-06-06 09:35:13.125009,23.68
2373741,2010-06-08 20:18:56.250016,9.389999
2373745,2010-06-01 09:38:43.124997,19.99
2373745,2010-06-01 19:23:48.749991,18.17
2373745,2010-06-02 19:03:11.250005,49.73
2373745,2010-06-03 20:22:30.000013,57.16
2373745,2010-06-04 08:36:35.624998,54.699997
2373745,2010-06-06 09:35:11.249984,23.92
2373745,2010-06-08 20:18:56.250016,6.5899997
2377991,2010-06-01 19:24:16.875005,21.55
2377991,2010-06-02 20:43:31.875003,45.1
2377991,2010-06-03 08:57:33.749012,41.91
2377991,2010-06-05 09:56:13.124009,37.37
2377991,2010-06-05 19:41:22.500019,26.81
2377991,2010-06-07 20:39:58.125006,36.94
2377991,2010-06-08 08:54:01.875006,46.67
2377991,2010-06-09 10:13:18.748983,51.469997
2377991,2010-06-10 09:52:41.250002,61.449997
2377995,2010-06-01 19:24:14.999980,20.21
2377995,2010-06-02 20:43:31.875003,31.439999
2377995,2010-06-03 08:57:33.749012,37.05
2377995,2010-06-05 09:56:11.249990,36.76
2377995,2010-06-05 19:41:20.624994,27.349998
2377995,2010-06-07 20:39:58.125006,40.79
2377995,2010-06-08 08:54:01.875006,51.43
2377995,2010-06-09 10:13:16.875004,54.61
2377995,2010-06-10 09:52:41.250002,66.45
2377999,2010-06-01 19:24:14.999980,9.71
2377999,2010-06-02 20:43:31.875003,17.199999
2377999,2010-06-03 08:57:33.749012,24.56
2377999,2010-06-05 09:56:11.249990,31.15
2377999,2010-06-05 19:41:20.624994,26.73
2377999,2010-06-07 20:39:58.125006,41.67
2377999,2010-06-08 08:54:01.875006,45.96
2377999,2010-06-09 10:13:16.875004,49.8
2377999,2010-06-10 09:52:39.375017,65.08
2378003,2010-06-01 19:24:13.124995,0.0
2378003,2010-06-02 20:43:29.999012,0.0
2378003,2010-06-03 08:57:33.749012,0.0
2378003,2010-06-05 09:56:11.249990,7.54
2378003,2010-06-05 19:41:20.624994,7.7599998
2378003,2010-06-07 20:39:58.125006,19.689999
2378003,2010-06-08 08:53:59.999981,20.89
2378003,2010-06-09 10:13:16.875004,26.81
2378003,2010-06-10 09:52:39.375017,38.89
2378007,2010-06-01 19:24:13.124995,
